"slice_pos","pi_slice","id","league_id","league_name","league_abbreviation","season_id","season_name","game_id","game_slug","home_team_id","home_team_name","home_team_location","home_team_nickname","home_team_abbreviation","away_team_id","away_team_name","away_team_location","away_team_nickname","away_team_abbreviation","interval_type","inning","clock_seconds","inning_half","home_team_score","away_team_score","total_score","home_away_score_pair","away_home_score_pair","home_team_outcome","away_team_outcome","is_over","started_at","home_team_final_score","away_team_final_score","venue_name","r"
1975,"80","04072708-b72a-43bf-a060-5e4737e50416","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","32742ee8-0b0e-487f-b28d-58507ccc760f","mlb-2018-col-la-2018-09-17-1910","f53d7ed3-1ebe-4e02-979d-6e51c0f5fb18","LA Dodgers","Los Angeles","Dodgers","LA","0220ab72-3a17-4a65-8872-72454aeb828d","Colorado","Colorado","Rockies","COL","regularseason",5,0,"top",8,0,8,"80","08","win","loss",FALSE,"2018-09-18 07:10:00+00",8,2,"Dodger Stadium",1
1976,"28","7ddae661-1efa-4355-8090-7f9d95f36dec","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","1c2cbecd-1c70-4ba6-b8f1-ac10acb4e4f2","mlb-2018-bos-tb-2018-08-24-1910","6fb020e3-2ac1-409f-a1d0-5b081ef349a4","Tampa Bay","Tampa Bay","Rays","TB","4c2ad3df-a7fd-458d-a412-6e31574a0b7b","Boston","Boston","Red Sox","BOS","regularseason",3,30,"bottom",8,2,10,"82","28","win","loss",FALSE,"2018-08-25 04:10:00+00",10,3,"Tropicana Field",1
1977,"07","a45883f8-180a-48f5-8783-169b387e3c83","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","26675549-83b6-44c3-b707-9a50595a80c4","mlb-2017-was-laa-2017-07-19-1907","e21a2701-cd76-4589-ac85-6a71e7c53252","LA Angels","Los Angeles","Angels","LAA","9ebc3cf3-9559-4b74-b8ad-f15f2c5eae71","Washington","Washington","Nationals","WAS","regularseason",9,0,"top",7,0,7,"70","07","win","loss",FALSE,"2017-07-20 07:07:00+00",7,0,"Angel Stadium of Anaheim",1
1978,"31","2b9d17f3-a259-409c-8250-76f0d6d5f838","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","8d87b9f8-730b-404f-aa10-567ac155b9ef","mlb-2017-ari-la-2017-09-5-1910","f53d7ed3-1ebe-4e02-979d-6e51c0f5fb18","LA Dodgers","Los Angeles","Dodgers","LA","09dc1f54-cf05-4486-8135-80bb0090fde1","Arizona","Arizona","Diamondbacks","ARI","regularseason",10,30,"bottom",1,3,4,"13","31","loss","win",FALSE,"2017-09-06 07:10:00+00",1,3,"Dodger Stadium",1
1979,"89","e7f1e966-62e0-4b90-9186-fe97e4cffb4f","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","e7f1e966-62e0-4b90-9186-fe97e4cffb4f","mlb-2018-hou-min-2018-04-11-1210","8256c5cd-476c-4af3-8c26-059b0fd8ddcf","Minnesota","Minnesota","Twins","MIN","1dbbb4a3-d8ca-42cb-829f-29551d482645","Houston","Houston","Astros","HOU","regularseason",9,30,"end",9,8,17,"98","89","win","loss",TRUE,"2018-04-11 22:10:00+00",9,8,"Target Field",1
1980,"15","567b961c-9035-42b7-a1ce-c9f141d29256","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","f1d155e4-1915-474e-b2ad-3cc4a64bf6aa","mlb-2018-cle-det-2018-05-15-1910","9ab4bef1-ea26-456b-a018-bf2bde1f6599","Detroit","Detroit","Tigers","DET","c5fefa38-a256-43fe-8147-008c0f8c2f15","Cleveland","Cleveland","Indians","CLE","regularseason",4,30,"bottom",1,5,6,"15","51","win","loss",FALSE,"2018-05-16 04:10:00+00",9,8,"Comerica Park",1
1981,"44","78c0851e-545c-4621-aaef-96d57e0cace5","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","eaee5771-bfcf-4dc0-a4fb-5434705ecf70","mlb-2017-bos-stl-2017-05-17-1915","26345a1d-a856-48be-a53b-262367b5437e","St. Louis","St. Louis","Cardinals","STL","4c2ad3df-a7fd-458d-a412-6e31574a0b7b","Boston","Boston","Red Sox","BOS","regularseason",12,0,"top",4,4,8,"44","44","loss","win",FALSE,"2017-05-18 05:15:00+00",4,5,"Busch Stadium",1
1982,"11","5b8b138c-568f-45b0-b97c-411fd95585e6","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","c8f73f46-fc79-48cf-8009-270bf5838016","mlb-2018-sf-la-2018-08-14-1910","f53d7ed3-1ebe-4e02-979d-6e51c0f5fb18","LA Dodgers","Los Angeles","Dodgers","LA","6c498284-84e6-4e74-9f56-b934be3384d5","San Francisco","San Francisco","Giants","SF","regularseason",8,30,"bottom",1,1,2,"11","11","loss","win",FALSE,"2018-08-15 07:10:00+00",1,2,"Dodger Stadium",1
1983,"01","b6ccab77-bb34-418d-aba3-3e89c4ad53ba","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","9261ca4b-f6cc-4136-9330-5ea27203abfa","mlb-2017-was-nym-2017-04-22-1605","fb65f6d2-6de5-4596-981b-6d9bcb5d9e7d","NY Mets","New York","Mets","NYM","9ebc3cf3-9559-4b74-b8ad-f15f2c5eae71","Washington","Washington","Nationals","WAS","regularseason",4,30,"bottom",0,1,1,"01","10","loss","win",FALSE,"2017-04-23 01:05:00+00",1,3,"Citi Field",1
1984,"04","d8175a42-df36-4f04-b414-bb1f88a7b69c","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","6e6a4d7d-9bdd-454c-a9f8-2e613adfe7c7","mlb-2017-chc-la-2017-05-26-1910","f53d7ed3-1ebe-4e02-979d-6e51c0f5fb18","LA Dodgers","Los Angeles","Dodgers","LA","fdbaa7e1-bfd6-4b94-a0b2-323884d54a11","Chi. Cubs","Chicago","Cubs","CHC","regularseason",6,30,"bottom",4,0,4,"40","04","win","loss",FALSE,"2017-05-27 07:10:00+00",4,0,"Dodger Stadium",1
1985,"46","9f69f71e-3bdb-48e3-a1af-5d1721260e6c","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","3454af54-fbe6-4cf2-af60-481b617754a5","mlb-2018-oak-chw-2018-06-21-1910","8572e355-63b6-440c-8cb0-8ef52144b993","Chi. White Sox","Chicago","White Sox","CHW","9ccdfc26-a7e7-4bcb-8879-3e77d391d58f","Oakland","Oakland","Athletics","OAK","regularseason",9,0,"top",6,4,10,"64","46","win","loss",FALSE,"2018-06-23 05:00:00+00",6,4,"Guaranteed Rate Field",1
1986,"82","0f78bf60-a309-45f4-aa9a-b582b8a044c5","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","ae095f28-e633-4cf8-bbe3-5dade27bf972","mlb-2017-tb-sea-2017-06-2-1910","eeb2db44-7894-483e-a9a7-373fb80d8e91","Seattle","Seattle","Mariners","SEA","6fb020e3-2ac1-409f-a1d0-5b081ef349a4","Tampa Bay","Tampa Bay","Rays","TB","regularseason",6,30,"bottom",8,2,10,"82","28","win","loss",FALSE,"2017-06-03 07:10:00+00",12,4,"T-Mobile Park",1
1987,"32","8bd1c453-12f8-4d19-8aad-371697eecb3e","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","8651fd4f-cb52-4d4c-ad20-a8d4efd42b4d","mlb-2017-cle-det-2017-06-30-1910","9ab4bef1-ea26-456b-a018-bf2bde1f6599","Detroit","Detroit","Tigers","DET","c5fefa38-a256-43fe-8147-008c0f8c2f15","Cleveland","Cleveland","Indians","CLE","regularseason",9,30,"bottom",2,3,5,"23","32","loss","win",FALSE,"2017-09-01 22:10:00+00",2,3,"Comerica Park",1
1988,"52","f44fee63-c6ea-457c-8f61-e0046b4926f6","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","b32db3ab-c5f0-45f1-a5f2-588fb55e6f86","mlb-2017-cin-pit-2017-09-1-1905","0644a90f-96ca-4d20-b83a-a6008462f89c","Pittsburgh","Pittsburgh","Pirates","PIT","84e287b3-8aa1-4cb5-bcce-6a0e8ba97f91","Cincinnati","Cincinnati","Reds","CIN","regularseason",8,0,"top",2,5,7,"25","52","loss","win",FALSE,"2017-09-02 04:05:00+00",3,7,"PNC Park",1
1989,"71","a9011fdd-3b50-4d29-9a7e-edcba8ffffc2","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","0fa5f292-4d5f-496c-ad47-27413ea4c7b3","mlb-2018-was-atl-2018-09-15-1910","e0aa8528-46d5-41a4-95fe-50f0a2e3a761","Atlanta","Atlanta","Braves","ATL","9ebc3cf3-9559-4b74-b8ad-f15f2c5eae71","Washington","Washington","Nationals","WAS","regularseason",8,0,"top",1,7,8,"17","71","loss","win",FALSE,"2018-09-15 22:05:00+00",1,7,"SunTrust Park",1
1990,"62","0383dfc3-68ad-4682-ab90-ca5e0c7b04f5","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","0ba23b58-8b49-4b44-90bc-5692345e47d9","mlb-2017-kc-chw-2017-09-22-1910","8572e355-63b6-440c-8cb0-8ef52144b993","Chi. White Sox","Chicago","White Sox","CHW","8a72ea07-afce-4907-9e6a-13b3f4e9d378","Kansas City","Kansas City","Royals","KC","regularseason",3,0,"top",2,6,8,"26","62","win","loss",FALSE,"2017-09-23 05:10:00+00",7,6,"Guaranteed Rate Field",1
1991,"01","70f706f0-3bed-41a7-8be4-c84b00432a73","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","b61a63ba-e270-4b92-813c-6408437134e5","mlb-2017-min-laa-2017-06-1-1907","e21a2701-cd76-4589-ac85-6a71e7c53252","LA Angels","Los Angeles","Angels","LAA","8256c5cd-476c-4af3-8c26-059b0fd8ddcf","Minnesota","Minnesota","Twins","MIN","regularseason",2,0,"top",0,1,1,"01","10","loss","win",FALSE,"2017-06-02 07:07:00+00",2,4,"Angel Stadium of Anaheim",1
1992,"05","a7dbb410-165f-415b-a725-59f0d2415354","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","d5954fcf-6fb4-408f-9b59-5d6722ac9523","mlb-2017-nym-was-2017-08-27-1335","9ebc3cf3-9559-4b74-b8ad-f15f2c5eae71","Washington","Washington","Nationals","WAS","fb65f6d2-6de5-4596-981b-6d9bcb5d9e7d","NY Mets","New York","Mets","NYM","regularseason",5,0,"top",0,5,5,"05","50","loss","win",FALSE,"2017-08-27 22:35:00+00",5,6,"Nationals Park",1
1993,"26","93771292-cfea-4560-8d86-15678b93b4d2","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","57cc6e04-503d-479a-a79b-99147a65882c","mlb-2017-oak-sea-2017-09-2-1810","eeb2db44-7894-483e-a9a7-373fb80d8e91","Seattle","Seattle","Mariners","SEA","9ccdfc26-a7e7-4bcb-8879-3e77d391d58f","Oakland","Oakland","Athletics","OAK","regularseason",5,0,"top",2,6,8,"26","62","win","loss",FALSE,"2017-09-03 06:10:00+00",7,6,"T-Mobile Park",1
1994,"52","9d490879-e7d4-46cb-a8bc-7e9cf8a54867","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","c8806977-9aa1-46d0-bdd7-f030eb71357f","mlb-2017-sd-atl-2017-04-14-1935","e0aa8528-46d5-41a4-95fe-50f0a2e3a761","Atlanta","Atlanta","Braves","ATL","418391e8-4725-420d-9303-bd1736c59d7a","San Diego","San Diego","Padres","SD","regularseason",9,0,"top",5,2,7,"52","25","win","loss",FALSE,"2017-04-15 04:35:00+00",5,2,"SunTrust Park",1
1995,"27","99fa7ad0-102f-40e1-a93f-cb4bcb9374d2","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","679806b1-ae61-4a3a-92d8-f180c4b20a13","mlb-2017-sea-tor-2017-05-11-1907","2863bb0d-90f6-4ae2-93ca-e89cda3255ee","Toronto","Toronto","Blue Jays","TOR","eeb2db44-7894-483e-a9a7-373fb80d8e91","Seattle","Seattle","Mariners","SEA","regularseason",9,0,"top",7,2,9,"72","27","win","loss",FALSE,"2017-05-12 04:07:00+00",7,2,"Rogers Centre",1
1996,"21","44885b09-4e6b-418e-8f5a-188b44754212","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","63fdce62-4b07-43fd-895d-09b965900aa6","mlb-2017-mil-tor-2017-04-11-1907","2863bb0d-90f6-4ae2-93ca-e89cda3255ee","Toronto","Toronto","Blue Jays","TOR","d6c517b0-78de-4834-8d36-b6e63b3224ee","Milwaukee","Milwaukee","Brewers","MIL","regularseason",1,30,"bottom",1,2,3,"12","21","loss","win",FALSE,"2017-04-12 04:07:00+00",3,4,"Rogers Centre",1
1997,"11","67c8f798-d5dd-49df-a868-a841b4c4c0a1","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","785c27bd-1e23-4e14-95b6-7def0ca45190","mlb-2017-ari-was-2017-05-2-1905","9ebc3cf3-9559-4b74-b8ad-f15f2c5eae71","Washington","Washington","Nationals","WAS","09dc1f54-cf05-4486-8135-80bb0090fde1","Arizona","Arizona","Diamondbacks","ARI","regularseason",3,0,"top",1,1,2,"11","11","loss","win",FALSE,"2017-05-03 04:05:00+00",3,6,"Nationals Park",1
1998,"66","9cedba25-5549-4c0a-bd64-e1f1fb31b442","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","37877394-f12b-43ab-9dea-2d9ded3576fb","mlb-2018-tor-laa-2018-06-24-1307","e21a2701-cd76-4589-ac85-6a71e7c53252","LA Angels","Los Angeles","Angels","LAA","2863bb0d-90f6-4ae2-93ca-e89cda3255ee","Toronto","Toronto","Blue Jays","TOR","regularseason",9,30,"bottom",6,6,12,"66","66","loss","win",FALSE,"2018-06-25 01:07:00+00",6,7,"Angel Stadium of Anaheim",1
1999,"03","598bed31-25fd-480b-b6a5-277fa36449be","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","e7a10dec-00c1-4bf0-a532-e53f8831fb90","mlb-2018-hou-tex-2018-03-31-1505","2c14a8f0-577f-490f-9186-cc3742412d1c","Texas","Texas","Rangers","TEX","1dbbb4a3-d8ca-42cb-829f-29551d482645","Houston","Houston","Astros","HOU","regularseason",2,30,"bottom",0,3,3,"03","30","loss","win",FALSE,"2018-04-01 01:05:00+00",3,9,"Globe Life Park in Arlington",1
2000,"96","578869de-7a01-4b52-8653-08d3c0695521","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","578869de-7a01-4b52-8653-08d3c0695521","mlb-2017-la-col-2017-05-14-1310","0220ab72-3a17-4a65-8872-72454aeb828d","Colorado","Colorado","Rockies","COL","f53d7ed3-1ebe-4e02-979d-6e51c0f5fb18","LA Dodgers","Los Angeles","Dodgers","LA","regularseason",9,0,"end",9,6,15,"96","69","win","loss",TRUE,"2017-05-15 00:10:00+00",9,6,"Coors Field",1
2001,"66","c634a314-74d3-4c67-b63c-96dd30bcd722","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","63fcb60b-999b-4255-b8ac-200b3f85029d","mlb-2018-sd-cin-2018-09-9-1310","84e287b3-8aa1-4cb5-bcce-6a0e8ba97f91","Cincinnati","Cincinnati","Reds","CIN","418391e8-4725-420d-9303-bd1736c59d7a","San Diego","San Diego","Padres","SD","regularseason",5,30,"bottom",6,6,12,"66","66","loss","win",FALSE,"2018-09-10 01:10:00+00",6,7,"Great American Ball Park",1
2002,"55","cf4d62c2-0bbc-4c15-9319-bb3e8853a5c2","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","69a8c335-6a43-47a9-abb4-e946b1764f49","mlb-2018-det-chw-2018-06-16-1310","8572e355-63b6-440c-8cb0-8ef52144b993","Chi. White Sox","Chicago","White Sox","CHW","9ab4bef1-ea26-456b-a018-bf2bde1f6599","Detroit","Detroit","Tigers","DET","regularseason",7,0,"top",5,5,10,"55","55","loss","win",FALSE,"2018-06-16 23:10:00+00",5,7,"Guaranteed Rate Field",1
2003,"73","e510f61f-71ae-40c0-abb0-669b59bd3d73","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","05bdc3d8-6dde-4a84-8aec-6f1455f0ce42","mlb-2017-cle-kc-2017-08-20-1315","8a72ea07-afce-4907-9e6a-13b3f4e9d378","Kansas City","Kansas City","Royals","KC","c5fefa38-a256-43fe-8147-008c0f8c2f15","Cleveland","Cleveland","Indians","CLE","regularseason",8,30,"bottom",7,3,10,"73","37","win","loss",FALSE,"2017-08-20 23:15:00+00",7,4,"Kauffman Stadium",1
2004,"09","c9a23ad9-cd34-4011-a269-0b9cc4b2f704","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","ac783102-ae01-49f1-bf73-bb27c346955c","mlb-2018-chc-ari-2018-09-19-1840","09dc1f54-cf05-4486-8135-80bb0090fde1","Arizona","Arizona","Diamondbacks","ARI","fdbaa7e1-bfd6-4b94-a0b2-323884d54a11","Chi. Cubs","Chicago","Cubs","CHC","regularseason",9,0,"top",9,0,9,"90","09","win","loss",FALSE,"2018-09-20 06:40:00+00",9,0,"Chase Field",1
2005,"25","6a3c6dfa-54a1-4209-b84a-4a5d179db9eb","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","e29d37c8-a807-4b4c-941c-44851105160e","mlb-2018-det-chc-2018-07-4-1320","fdbaa7e1-bfd6-4b94-a0b2-323884d54a11","Chi. Cubs","Chicago","Cubs","CHC","9ab4bef1-ea26-456b-a018-bf2bde1f6599","Detroit","Detroit","Tigers","DET","regularseason",9,0,"top",5,2,7,"52","25","win","loss",FALSE,"2018-07-04 23:20:00+00",5,2,"Wrigley Field",1
2006,"47","0227ddaa-d6f2-411a-8190-49196df10774","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","508f7fd8-a4a0-4047-a60d-3e9e7f1eebb0","2016","1394f7be-2ba5-444e-8668-4073674e0049","mlb-2016-kc-det-2016-09-24-1910","9ab4bef1-ea26-456b-a018-bf2bde1f6599","Detroit","Detroit","Tigers","DET","8a72ea07-afce-4907-9e6a-13b3f4e9d378","Kansas City","Kansas City","Royals","KC","regularseason",9,30,"bottom",4,7,11,"47","74","loss","win",FALSE,"2016-09-24 22:05:00+00",4,7,"Comerica Park",1
2007,"11","445e0fcc-47b5-42cc-bfea-506b83fd07a0","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","65d937d3-dfd3-4bab-bde3-684e5861a5dd","mlb-2018-min-laa-2018-05-13-1307","e21a2701-cd76-4589-ac85-6a71e7c53252","LA Angels","Los Angeles","Angels","LAA","8256c5cd-476c-4af3-8c26-059b0fd8ddcf","Minnesota","Minnesota","Twins","MIN","regularseason",7,0,"top",1,1,2,"11","11","win","loss",FALSE,"2018-05-14 01:07:00+00",2,1,"Angel Stadium of Anaheim",1
2008,"05","ca076043-1845-4bad-ba79-a5955a8c9e4a","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","508f7fd8-a4a0-4047-a60d-3e9e7f1eebb0","2016","51e325a2-4bb8-4167-a94b-ef54a1a6caaf","mlb-2016-la-sf-2016-10-2-1205","6c498284-84e6-4e74-9f56-b934be3384d5","San Francisco","San Francisco","Giants","SF","f53d7ed3-1ebe-4e02-979d-6e51c0f5fb18","LA Dodgers","Los Angeles","Dodgers","LA","regularseason",3,30,"bottom",5,0,5,"50","05","win","loss",FALSE,"2016-10-03 00:05:00+00",7,1,"Oracle Park",1
2009,"57","df5067d5-b507-4e5d-bfc6-878ff2f3ba27","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","1a36c30b-e2e3-4d58-a508-213b64801f69","mlb-2018-tor-nyy-2018-04-20-1905","a7768b3c-3700-41a8-b97d-4670e044d036","NY Yankees","New York","Yankees","NYY","2863bb0d-90f6-4ae2-93ca-e89cda3255ee","Toronto","Toronto","Blue Jays","TOR","regularseason",5,0,"top",5,7,12,"57","75","loss","win",FALSE,"2018-04-21 04:05:00+00",5,8,"Yankee Stadium",1
2010,"85","16201db5-63c0-408d-b4e8-a745eec863b6","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","16201db5-63c0-408d-b4e8-a745eec863b6","mlb-2018-kc-min-2018-07-11-1210","8256c5cd-476c-4af3-8c26-059b0fd8ddcf","Minnesota","Minnesota","Twins","MIN","8a72ea07-afce-4907-9e6a-13b3f4e9d378","Kansas City","Kansas City","Royals","KC","regularseason",9,0,"end",8,5,13,"85","58","win","loss",TRUE,"2018-07-11 22:10:00+00",8,5,"Target Field",1
2011,"37","ce1a3a0f-32f6-4db0-9116-f438987a340f","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","bc352f96-58a6-414f-b9d8-57ebc0ebbd8b","mlb-2018-nym-nyy-2018-07-22-2005","a7768b3c-3700-41a8-b97d-4670e044d036","NY Yankees","New York","Yankees","NYY","fb65f6d2-6de5-4596-981b-6d9bcb5d9e7d","NY Mets","New York","Mets","NYM","regularseason",7,30,"bottom",3,7,10,"37","73","loss","win",FALSE,"2018-08-14 04:05:00+00",5,8,"Yankee Stadium",1
2012,"63","b1748942-55ae-42e9-b021-b3ff15293980","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","5e4c1d28-506b-49e7-af7d-e74369dc0ed3","mlb-2018-sf-col-2018-05-29-1840","0220ab72-3a17-4a65-8872-72454aeb828d","Colorado","Colorado","Rockies","COL","6c498284-84e6-4e74-9f56-b934be3384d5","San Francisco","San Francisco","Giants","SF","regularseason",6,30,"bottom",6,3,9,"63","36","win","loss",FALSE,"2018-05-30 05:40:00+00",11,4,"Coors Field",1
2013,"46","70889b1b-b461-4cfe-b4b3-0ba9de03ff1a","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","1e44030b-c99a-479e-ab64-2025b1e7e8e1","mlb-2018-cin-col-2018-05-26-1910","0220ab72-3a17-4a65-8872-72454aeb828d","Colorado","Colorado","Rockies","COL","84e287b3-8aa1-4cb5-bcce-6a0e8ba97f91","Cincinnati","Cincinnati","Reds","CIN","regularseason",7,30,"bottom",4,6,10,"46","64","loss","win",FALSE,"2018-05-27 06:10:00+00",5,6,"Coors Field",1
2014,"68","7933a895-685f-4bc1-919c-de09e062bcac","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","dd5f131e-bbcf-4b90-b85b-9177a2048d47","mlb-2018-chc-pit-2018-05-29-1905","0644a90f-96ca-4d20-b83a-a6008462f89c","Pittsburgh","Pittsburgh","Pirates","PIT","fdbaa7e1-bfd6-4b94-a0b2-323884d54a11","Chi. Cubs","Chicago","Cubs","CHC","regularseason",9,30,"bottom",6,8,14,"68","86","loss","win",FALSE,"2018-05-30 04:05:00+00",6,8,"PNC Park",1
2015,"20","e445afff-1919-4b1b-b050-bbee2905354f","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","11147bcc-8238-436c-b14b-c8e1b2677bb0","mlb-2017-pit-nym-2017-06-4-1310","fb65f6d2-6de5-4596-981b-6d9bcb5d9e7d","NY Mets","New York","Mets","NYM","0644a90f-96ca-4d20-b83a-a6008462f89c","Pittsburgh","Pittsburgh","Pirates","PIT","regularseason",1,30,"bottom",0,2,2,"02","20","loss","win",FALSE,"2017-06-04 22:10:00+00",1,11,"Citi Field",1
2016,"65","20ef2a81-bab3-4bd4-bbee-d1f835121551","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","967a3521-5a34-4e58-ac85-2689f853207c","mlb-2018-phi-tor-2018-08-25-1607","2863bb0d-90f6-4ae2-93ca-e89cda3255ee","Toronto","Toronto","Blue Jays","TOR","94acb560-6d9c-4b89-a32c-7fb817ad7aa7","Philadelphia","Philadelphia","Phillies","PHI","regularseason",8,0,"top",5,6,11,"56","65","win","loss",FALSE,"2018-08-26 01:07:00+00",8,6,"Rogers Centre",1
2017,"31","15a4d596-7568-4259-b513-93728a6c8829","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","f39d3122-d0fd-4ad0-b6f8-b2d200dd928e","mlb-2018-nym-mia-2018-07-1-1310","4b88dffe-8ac6-40ff-bb34-36ab8ecf1fde","Miami","Miami","Marlins","MIA","fb65f6d2-6de5-4596-981b-6d9bcb5d9e7d","NY Mets","New York","Mets","NYM","regularseason",6,0,"top",1,3,4,"13","31","loss","win",FALSE,"2018-07-01 22:10:00+00",2,5,"Marlins Park",1
