"slice_pos","pi_slice","id","league_id","league_name","league_abbreviation","season_id","season_name","game_id","game_slug","home_team_id","home_team_name","home_team_location","home_team_nickname","home_team_abbreviation","away_team_id","away_team_name","away_team_location","away_team_nickname","away_team_abbreviation","interval_type","inning","clock_seconds","inning_half","home_team_score","away_team_score","total_score","home_away_score_pair","away_home_score_pair","home_team_outcome","away_team_outcome","is_over","started_at","home_team_final_score","away_team_final_score","venue_name","r"
44,"48","ad32c08a-38e6-4b62-9aa3-11818f20875b","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","ad32c08a-38e6-4b62-9aa3-11818f20875b","mlb-2017-hou-oak-2017-06-20-1905","9ccdfc26-a7e7-4bcb-8879-3e77d391d58f","Oakland","Oakland","Athletics","OAK","1dbbb4a3-d8ca-42cb-829f-29551d482645","Houston","Houston","Astros","HOU","regularseason",9,30,"end",4,8,12,"48","84","loss","win",TRUE,"2017-06-21 07:05:00+00",4,8,"Oakland-Alameda County Coliseum",1
45,"25","7bd8833f-2b37-45df-8407-86d1996166ff","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","e163db72-499b-4c30-add7-e9015c34948b","mlb-2018-nym-phi-2018-09-18-1905","94acb560-6d9c-4b89-a32c-7fb817ad7aa7","Philadelphia","Philadelphia","Phillies","PHI","fb65f6d2-6de5-4596-981b-6d9bcb5d9e7d","NY Mets","New York","Mets","NYM","regularseason",9,0,"top",5,2,7,"52","25","win","loss",FALSE,"2018-09-19 04:05:00+00",5,2,"Citizens Bank Park",1
46,"34","028e8fd4-96b4-48a6-9a54-c2d597e20ff6","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","45a20214-26a0-4a47-a766-6bb6db803868","mlb-2018-sf-sd-2018-04-14-1740","418391e8-4725-420d-9303-bd1736c59d7a","San Diego","San Diego","Padres","SD","6c498284-84e6-4e74-9f56-b934be3384d5","San Francisco","San Francisco","Giants","SF","regularseason",6,0,"top",3,4,7,"34","43","win","loss",FALSE,"2018-04-15 05:40:00+00",5,4,"PETCO Park",1
47,"21","d69cb262-439a-48e9-a2b0-2375b298bbc1","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","d74b57e3-c3ef-4a2b-8c6c-2595fff54584","mlb-2018-cin-was-2018-08-5-1335","9ebc3cf3-9559-4b74-b8ad-f15f2c5eae71","Washington","Washington","Nationals","WAS","84e287b3-8aa1-4cb5-bcce-6a0e8ba97f91","Cincinnati","Cincinnati","Reds","CIN","regularseason",6,0,"top",2,1,3,"21","12","win","loss",FALSE,"2018-08-05 22:35:00+00",2,1,"Nationals Park",1
48,"17","720103e9-17fa-4bd1-a959-7828059f9112","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","9adb1178-61ee-4424-98ec-f1a4fe6fb25e","mlb-2018-cin-min-2018-04-29-1310","8256c5cd-476c-4af3-8c26-059b0fd8ddcf","Minnesota","Minnesota","Twins","MIN","84e287b3-8aa1-4cb5-bcce-6a0e8ba97f91","Cincinnati","Cincinnati","Reds","CIN","regularseason",6,30,"bottom",1,7,8,"17","71","loss","win",FALSE,"2018-04-29 23:10:00+00",2,8,"Target Field",1
49,"06","13e71e27-2eb1-4280-9cd2-76a30162bab6","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","f6557675-23d0-4a48-84d8-e0811399fcbb","mlb-2018-det-bos-2018-06-5-1910","4c2ad3df-a7fd-458d-a412-6e31574a0b7b","Boston","Boston","Red Sox","BOS","9ab4bef1-ea26-456b-a018-bf2bde1f6599","Detroit","Detroit","Tigers","DET","regularseason",9,0,"top",6,0,6,"60","06","win","loss",FALSE,"2018-06-06 04:10:00+00",6,0,"Fenway Park",1
50,"79","a7e8af0b-a759-43b5-aa90-61a5647c1dff","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","3793072f-3e76-42a3-8649-402571cbf48d","mlb-2017-laa-oak-2017-09-4-1305","9ccdfc26-a7e7-4bcb-8879-3e77d391d58f","Oakland","Oakland","Athletics","OAK","e21a2701-cd76-4589-ac85-6a71e7c53252","LA Angels","Los Angeles","Angels","LAA","regularseason",8,30,"bottom",7,9,16,"79","97","loss","win",FALSE,"2017-09-05 01:05:00+00",9,11,"Oakland-Alameda County Coliseum",1
51,"82","d5542efc-bf7c-48f1-81cf-dc40eb61c54c","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","6eb7358a-4d27-4fcb-8e3c-6edab928d409","mlb-2017-phi-tex-2017-05-18-1305","2c14a8f0-577f-490f-9186-cc3742412d1c","Texas","Texas","Rangers","TEX","94acb560-6d9c-4b89-a32c-7fb817ad7aa7","Philadelphia","Philadelphia","Phillies","PHI","regularseason",8,0,"top",8,2,10,"82","28","win","loss",FALSE,"2017-05-18 23:05:00+00",8,4,"Globe Life Park in Arlington",1
52,"14","eac3e9a8-4f90-432a-8bd7-9578e31bbf9a","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","000bf308-8813-4e69-bb62-31b2d3660468","mlb-2017-tb-sea-2017-06-3-1910","eeb2db44-7894-483e-a9a7-373fb80d8e91","Seattle","Seattle","Mariners","SEA","6fb020e3-2ac1-409f-a1d0-5b081ef349a4","Tampa Bay","Tampa Bay","Rays","TB","regularseason",5,0,"top",4,1,5,"41","14","win","loss",FALSE,"2017-06-04 07:10:00+00",9,2,"T-Mobile Park",1
53,"80","11b91c45-aa38-4021-b427-e7e4dd6170ef","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","37eae83a-eeb0-45a1-89ae-fd6479564e02","mlb-2018-bos-min-2018-06-21-1210","8256c5cd-476c-4af3-8c26-059b0fd8ddcf","Minnesota","Minnesota","Twins","MIN","4c2ad3df-a7fd-458d-a412-6e31574a0b7b","Boston","Boston","Red Sox","BOS","regularseason",8,30,"bottom",0,8,8,"08","80","loss","win",FALSE,"2018-06-21 22:10:00+00",2,9,"Target Field",1
54,"86","d11f3578-0e1b-4b68-9818-0536faccb6e0","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","0e117ae8-86e5-462c-b66f-b0141fe89c83","mlb-2017-mia-atl-2017-09-10-1335","e0aa8528-46d5-41a4-95fe-50f0a2e3a761","Atlanta","Atlanta","Braves","ATL","4b88dffe-8ac6-40ff-bb34-36ab8ecf1fde","Miami","Miami","Marlins","MIA","regularseason",9,30,"bottom",6,8,14,"68","86","win","loss",FALSE,"2017-09-10 22:35:00+00",10,8,"SunTrust Park",1
55,"51","eb195da7-64ec-448a-b1cc-6b4570ebc49c","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","5e1cadce-cc39-41dc-bd7e-6a116602c5b9","mlb-2017-laa-mia-2017-05-26-1910","4b88dffe-8ac6-40ff-bb34-36ab8ecf1fde","Miami","Miami","Marlins","MIA","e21a2701-cd76-4589-ac85-6a71e7c53252","LA Angels","Los Angeles","Angels","LAA","regularseason",3,0,"top",5,1,6,"51","15","win","loss",FALSE,"2017-05-27 04:10:00+00",8,5,"Marlins Park",1
56,"32","932891ec-e70d-4604-bcc0-ebb6bd67cab1","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","1c2cbecd-1c70-4ba6-b8f1-ac10acb4e4f2","mlb-2018-bos-tb-2018-08-24-1910","6fb020e3-2ac1-409f-a1d0-5b081ef349a4","Tampa Bay","Tampa Bay","Rays","TB","4c2ad3df-a7fd-458d-a412-6e31574a0b7b","Boston","Boston","Red Sox","BOS","regularseason",3,0,"top",3,2,5,"32","23","win","loss",FALSE,"2018-08-25 04:10:00+00",10,3,"Tropicana Field",1
57,"82","805b4493-64c6-40d7-9d10-e007317b4531","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","2ff7dd4c-6f30-4483-a623-e4386c40be90","mlb-2018-la-atl-2018-07-26-1935","e0aa8528-46d5-41a4-95fe-50f0a2e3a761","Atlanta","Atlanta","Braves","ATL","f53d7ed3-1ebe-4e02-979d-6e51c0f5fb18","LA Dodgers","Los Angeles","Dodgers","LA","regularseason",9,30,"bottom",2,8,10,"28","82","loss","win",FALSE,"2018-07-27 04:35:00+00",2,8,"SunTrust Park",1
58,"30","6cbbbe54-dd67-4410-acd4-f2654fabb590","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","f781fd22-ec74-418f-b7b3-8c2f94670604","mlb-2018-la-oak-2018-08-7-1905","9ccdfc26-a7e7-4bcb-8879-3e77d391d58f","Oakland","Oakland","Athletics","OAK","f53d7ed3-1ebe-4e02-979d-6e51c0f5fb18","LA Dodgers","Los Angeles","Dodgers","LA","regularseason",6,0,"top",0,3,3,"03","30","loss","win",FALSE,"2018-08-08 07:05:00+00",2,4,"Oakland-Alameda County Coliseum",1
59,"66","1fe7232f-59d6-4c50-b6ac-2a3b8b26c85c","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","f26343a7-f2a5-48fe-8e3d-c15a75a56daa","mlb-2018-sea-tex-2018-04-21-1905","2c14a8f0-577f-490f-9186-cc3742412d1c","Texas","Texas","Rangers","TEX","eeb2db44-7894-483e-a9a7-373fb80d8e91","Seattle","Seattle","Mariners","SEA","regularseason",7,0,"top",6,6,12,"66","66","loss","win",FALSE,"2018-04-22 05:05:00+00",7,9,"Globe Life Park in Arlington",1
60,"47","17083688-5d6e-4436-92f7-ad236c9f49e3","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","17083688-5d6e-4436-92f7-ad236c9f49e3","mlb-2017-cin-mil-2017-08-13-1310","d6c517b0-78de-4834-8d36-b6e63b3224ee","Milwaukee","Milwaukee","Brewers","MIL","84e287b3-8aa1-4cb5-bcce-6a0e8ba97f91","Cincinnati","Cincinnati","Reds","CIN","regularseason",9,0,"end",7,4,11,"74","47","win","loss",TRUE,"2017-08-13 23:10:00+00",7,4,"Miller Park",1
61,"09","a961a55a-85b4-4473-9227-9acf338248ed","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","37cb1e5e-a22d-456e-a1b1-acf318a42ee7","mlb-2018-sea-hou-2018-09-19-1910","1dbbb4a3-d8ca-42cb-829f-29551d482645","Houston","Houston","Astros","HOU","eeb2db44-7894-483e-a9a7-373fb80d8e91","Seattle","Seattle","Mariners","SEA","regularseason",8,30,"bottom",0,9,9,"09","90","loss","win",FALSE,"2018-09-20 05:10:00+00",0,9,"Minute Maid Park",1
62,"38","1ff53d13-274d-417e-b83a-22a58de2810b","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","508f7fd8-a4a0-4047-a60d-3e9e7f1eebb0","2016","df8752d5-94a8-4fc6-897d-e81a6bb249c8","mlb-2016-chw-phi-2016-09-21-1905","94acb560-6d9c-4b89-a32c-7fb817ad7aa7","Philadelphia","Philadelphia","Phillies","PHI","8572e355-63b6-440c-8cb0-8ef52144b993","Chi. White Sox","Chicago","White Sox","CHW","regularseason",7,30,"bottom",8,3,11,"83","38","win","loss",FALSE,"2016-09-22 04:05:00+00",8,3,"Citizens Bank Park",1
63,"44","15256d9c-c15a-419e-9856-bbcf582b6b90","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","0ad8fcea-b0fd-4688-91bf-800121a5a83b","mlb-2018-cin-atl-2018-06-25-1935","e0aa8528-46d5-41a4-95fe-50f0a2e3a761","Atlanta","Atlanta","Braves","ATL","84e287b3-8aa1-4cb5-bcce-6a0e8ba97f91","Cincinnati","Cincinnati","Reds","CIN","regularseason",8,0,"top",4,4,8,"44","44","win","loss",FALSE,"2018-06-26 04:35:00+00",5,4,"SunTrust Park",1
64,"60","69befda7-10ae-4000-aabc-f0d73e38063e","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","5b6dea68-b88e-4b35-941a-a1cdb5504947","mlb-2017-bos-bal-2017-04-23-1335","4745e78b-83e2-4296-ae11-d1330e665667","Baltimore","Baltimore","Orioles","BAL","4c2ad3df-a7fd-458d-a412-6e31574a0b7b","Boston","Boston","Red Sox","BOS","regularseason",6,30,"bottom",0,6,6,"06","60","loss","win",FALSE,"2017-04-23 22:35:00+00",2,6,"Oriole Park at Camden Yards",1
65,"95","80959ab7-f085-4afa-8403-6afb4ecf0af5","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","ac32472b-0b51-490d-84f7-7c76bfc39e90","mlb-2017-ari-mil-2017-05-28-1310","d6c517b0-78de-4834-8d36-b6e63b3224ee","Milwaukee","Milwaukee","Brewers","MIL","09dc1f54-cf05-4486-8135-80bb0090fde1","Arizona","Arizona","Diamondbacks","ARI","regularseason",9,0,"top",9,5,14,"95","59","win","loss",FALSE,"2017-05-28 23:10:00+00",9,5,"Miller Park",1
66,"50","6553528d-131d-42cf-ad2a-28aeffce0d61","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","68a25be4-150d-41e6-8e05-8f877936e772","mlb-2017-chc-col-2017-05-9-1840","0220ab72-3a17-4a65-8872-72454aeb828d","Colorado","Colorado","Rockies","COL","fdbaa7e1-bfd6-4b94-a0b2-323884d54a11","Chi. Cubs","Chicago","Cubs","CHC","regularseason",6,0,"top",0,5,5,"05","50","loss","win",FALSE,"2017-05-10 05:40:00+00",1,8,"Coors Field",1
67,"58","5d294461-8354-4164-bf38-f06a915ad6a7","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","3bec9912-75d5-4443-b877-eef340d87062","mlb-2018-mia-col-2018-06-24-1310","0220ab72-3a17-4a65-8872-72454aeb828d","Colorado","Colorado","Rockies","COL","4b88dffe-8ac6-40ff-bb34-36ab8ecf1fde","Miami","Miami","Marlins","MIA","regularseason",9,0,"top",5,8,13,"58","85","loss","win",FALSE,"2018-06-25 00:10:00+00",5,8,"Coors Field",1
68,"22","ed0c9716-be4d-4887-a701-b8f78e0fcabc","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","522d3f28-a66c-4090-9212-068d91447678","mlb-2017-atl-col-2017-08-17-1310","0220ab72-3a17-4a65-8872-72454aeb828d","Colorado","Colorado","Rockies","COL","e0aa8528-46d5-41a4-95fe-50f0a2e3a761","Atlanta","Atlanta","Braves","ATL","regularseason",4,30,"bottom",2,2,4,"22","22","loss","win",FALSE,"2017-08-18 00:10:00+00",4,10,"Coors Field",1
69,"31","467e0bbc-1a4d-4d2d-ae84-ec34194c3740","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","1c484af3-5db2-41d9-80eb-d70274807918","mlb-2018-sd-col-2018-08-22-1840","0220ab72-3a17-4a65-8872-72454aeb828d","Colorado","Colorado","Rockies","COL","418391e8-4725-420d-9303-bd1736c59d7a","San Diego","San Diego","Padres","SD","regularseason",2,30,"bottom",3,1,4,"31","13","win","loss",FALSE,"2018-08-23 05:40:00+00",6,2,"Coors Field",1
70,"72","9cdec85f-02b8-45e3-a6bd-80393c230e6c","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","4eda830d-862a-47e6-9149-eb5a956f5d9f","mlb-2018-cin-stl-2018-07-14-1510","26345a1d-a856-48be-a53b-262367b5437e","St. Louis","St. Louis","Cardinals","STL","84e287b3-8aa1-4cb5-bcce-6a0e8ba97f91","Cincinnati","Cincinnati","Reds","CIN","regularseason",9,0,"top",2,7,9,"27","72","loss","win",FALSE,"2018-07-15 01:10:00+00",2,8,"Busch Stadium",1
71,"53","5774701c-6672-4a22-a63a-064f1efab08c","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","f1933bb8-760d-4e2a-b347-3b7664570bb6","mlb-2018-sf-sd-2018-09-19-1810","418391e8-4725-420d-9303-bd1736c59d7a","San Diego","San Diego","Padres","SD","6c498284-84e6-4e74-9f56-b934be3384d5","San Francisco","San Francisco","Giants","SF","regularseason",3,30,"bottom",5,3,8,"53","35","win","loss",FALSE,"2018-09-20 06:10:00+00",8,4,"PETCO Park",1
72,"59","347b5343-5668-4471-87bf-045f6f75544e","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","63cd1268-4ac2-42fa-9366-ca9b75f26d89","mlb-2017-oak-sea-2017-05-16-1910","eeb2db44-7894-483e-a9a7-373fb80d8e91","Seattle","Seattle","Mariners","SEA","9ccdfc26-a7e7-4bcb-8879-3e77d391d58f","Oakland","Oakland","Athletics","OAK","regularseason",9,0,"top",5,9,14,"59","95","loss","win",FALSE,"2017-05-17 07:10:00+00",6,9,"T-Mobile Park",1
73,"40","f1dd9dd8-cac1-43a6-af61-1b70c6ace1a8","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","b015c07e-ddde-4826-bd96-dfed84869596","mlb-2017-sf-nym-2017-05-9-1910","fb65f6d2-6de5-4596-981b-6d9bcb5d9e7d","NY Mets","New York","Mets","NYM","6c498284-84e6-4e74-9f56-b934be3384d5","San Francisco","San Francisco","Giants","SF","regularseason",1,30,"bottom",4,0,4,"40","04","win","loss",FALSE,"2017-05-10 04:10:00+00",6,1,"Citi Field",1
74,"81","c140d737-650e-4dc3-af73-18dc9ded3d3b","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","83a92929-6e35-4e99-8a34-0b65eca12f11","mlb-2017-det-tb-2017-04-20-1310","6fb020e3-2ac1-409f-a1d0-5b081ef349a4","Tampa Bay","Tampa Bay","Rays","TB","9ab4bef1-ea26-456b-a018-bf2bde1f6599","Detroit","Detroit","Tigers","DET","regularseason",9,0,"top",8,1,9,"81","18","win","loss",FALSE,"2017-04-20 22:10:00+00",8,1,"Tropicana Field",1
75,"28","4be1e583-544a-4986-a91b-842e280021dd","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","10d65743-a20a-4d5b-8a3b-6b34c532a320","mlb-2018-min-chw-2018-05-5-1810","8572e355-63b6-440c-8cb0-8ef52144b993","Chi. White Sox","Chicago","White Sox","CHW","8256c5cd-476c-4af3-8c26-059b0fd8ddcf","Minnesota","Minnesota","Twins","MIN","regularseason",7,0,"top",2,8,10,"28","82","loss","win",FALSE,"2018-05-06 04:10:00+00",4,8,"Guaranteed Rate Field",1
76,"48","50a06a30-312c-4164-b65d-c860bf77702c","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","c5ac4fcf-5275-47e1-baf9-2de90a4bbbe5","mlb-2017-tor-mil-2017-05-24-1210","d6c517b0-78de-4834-8d36-b6e63b3224ee","Milwaukee","Milwaukee","Brewers","MIL","2863bb0d-90f6-4ae2-93ca-e89cda3255ee","Toronto","Toronto","Blue Jays","TOR","regularseason",8,30,"bottom",4,8,12,"48","84","loss","win",FALSE,"2017-05-24 22:10:00+00",4,8,"Miller Park",1
77,"11","670d1513-0a06-4df5-94c6-e09bfb953885","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","444d9d4a-f602-42bd-abf6-b5b9b8d35b0e","mlb-2018-chw-tb-2018-08-4-1810","6fb020e3-2ac1-409f-a1d0-5b081ef349a4","Tampa Bay","Tampa Bay","Rays","TB","8572e355-63b6-440c-8cb0-8ef52144b993","Chi. White Sox","Chicago","White Sox","CHW","regularseason",4,30,"bottom",1,1,2,"11","11","loss","win",FALSE,"2018-08-05 03:10:00+00",1,2,"Tropicana Field",1
78,"17","4a8ee83c-0a3a-4b33-b5e4-4cf6944b1d78","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","a0b3f934-cc32-4bfb-844b-dd8e277cfd4f","mlb-2017-phi-mia-2017-05-30-1910","4b88dffe-8ac6-40ff-bb34-36ab8ecf1fde","Miami","Miami","Marlins","MIA","94acb560-6d9c-4b89-a32c-7fb817ad7aa7","Philadelphia","Philadelphia","Phillies","PHI","regularseason",7,0,"top",7,1,8,"71","17","win","loss",FALSE,"2017-05-31 04:10:00+00",7,2,"Marlins Park",1
79,"45","721f3e23-a821-45bd-97d4-38ac5f954c12","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","7d7c87f3-f373-4c90-a59a-d03b2108d998","mlb-2018-cle-kc-2018-08-24-1915","8a72ea07-afce-4907-9e6a-13b3f4e9d378","Kansas City","Kansas City","Royals","KC","c5fefa38-a256-43fe-8147-008c0f8c2f15","Cleveland","Cleveland","Indians","CLE","regularseason",9,30,"bottom",5,4,9,"54","45","win","loss",FALSE,"2018-08-25 05:15:00+00",5,4,"Kauffman Stadium",1
80,"02","cab572f6-a004-4cdf-aea5-16cab805fe7a","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","396e9e6e-615c-4afa-b6b2-f295f431d0fc","mlb-2017-mil-sf-2017-08-21-1915","6c498284-84e6-4e74-9f56-b934be3384d5","San Francisco","San Francisco","Giants","SF","d6c517b0-78de-4834-8d36-b6e63b3224ee","Milwaukee","Milwaukee","Brewers","MIL","regularseason",5,30,"bottom",2,0,2,"20","02","win","loss",FALSE,"2017-08-22 07:15:00+00",2,0,"Oracle Park",1
81,"84","d8a089d7-c8f0-4ea8-af8f-54add5024334","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","e2cf2b26-e53c-487d-82a1-737326e3435e","mlb-2017-tor-nyy-2017-05-2-1905","a7768b3c-3700-41a8-b97d-4670e044d036","NY Yankees","New York","Yankees","NYY","2863bb0d-90f6-4ae2-93ca-e89cda3255ee","Toronto","Toronto","Blue Jays","TOR","regularseason",7,0,"top",8,4,12,"84","48","win","loss",FALSE,"2017-05-03 04:05:00+00",11,5,"Yankee Stadium",1
82,"10","74feb8ad-7ead-41a0-aa5d-4ea9bf42389f","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","2b1a6338-69e1-4573-bec9-0bb6bc9b731c","mlb-2018-bos-hou-2018-06-2-1815","1dbbb4a3-d8ca-42cb-829f-29551d482645","Houston","Houston","Astros","HOU","4c2ad3df-a7fd-458d-a412-6e31574a0b7b","Boston","Boston","Red Sox","BOS","regularseason",2,30,"bottom",0,1,1,"01","10","loss","win",FALSE,"2018-06-03 04:15:00+00",4,5,"Minute Maid Park",1
83,"27","88b9028b-c58c-4700-944e-db46341cb7d3","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","08f67c51-cc65-4966-9775-b2b2cdb784de","mlb-2018-ari-col-2018-06-10-1310","0220ab72-3a17-4a65-8872-72454aeb828d","Colorado","Colorado","Rockies","COL","09dc1f54-cf05-4486-8135-80bb0090fde1","Arizona","Arizona","Diamondbacks","ARI","regularseason",7,0,"top",2,7,9,"27","72","loss","win",FALSE,"2018-06-11 00:10:00+00",3,8,"Coors Field",1
84,"01","41c577e0-435c-41fd-bb82-bc4033433c2f","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","0e308c15-be31-4622-a345-effcd820c24d","mlb-2018-col-tex-2018-06-16-1505","2c14a8f0-577f-490f-9186-cc3742412d1c","Texas","Texas","Rangers","TEX","0220ab72-3a17-4a65-8872-72454aeb828d","Colorado","Colorado","Rockies","COL","regularseason",4,30,"bottom",0,1,1,"01","10","win","loss",FALSE,"2018-06-17 01:05:00+00",5,2,"Globe Life Park in Arlington",1
85,"93","6a2080c3-71d1-4568-9f3d-e620e9b1aeaa","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","cee29e90-7a7e-4555-990b-7c7f35f549e2","mlb-2018-ari-sd-2018-08-17-1910","418391e8-4725-420d-9303-bd1736c59d7a","San Diego","San Diego","Padres","SD","09dc1f54-cf05-4486-8135-80bb0090fde1","Arizona","Arizona","Diamondbacks","ARI","regularseason",8,0,"top",3,9,12,"39","93","loss","win",FALSE,"2018-08-18 07:10:00+00",4,9,"PETCO Park",1
86,"85","7546f514-8ccd-41e2-8a12-97e1cdc0ad33","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","cc39f607-f6cb-46e4-a854-1388bb481712","2018","7546f514-8ccd-41e2-8a12-97e1cdc0ad33","mlb-2018-mil-sf-2018-07-29-1305","6c498284-84e6-4e74-9f56-b934be3384d5","San Francisco","San Francisco","Giants","SF","d6c517b0-78de-4834-8d36-b6e63b3224ee","Milwaukee","Milwaukee","Brewers","MIL","regularseason",9,0,"end",8,5,13,"85","58","win","loss",TRUE,"2018-07-30 01:05:00+00",8,5,"Oracle Park",1
87,"21","64c40b00-7b88-4186-a5c9-c34bdf5f90a0","cb399a17-e581-4f1a-9535-ea3bcb09fa1f","Major League Baseball","MLB","7273bcc6-f05f-42e0-a860-e05c1e943078","2017","a0fbddfd-113c-4314-aa63-418b83638a37","mlb-2017-atl-laa-2017-05-31-1907","e21a2701-cd76-4589-ac85-6a71e7c53252","LA Angels","Los Angeles","Angels","LAA","e0aa8528-46d5-41a4-95fe-50f0a2e3a761","Atlanta","Atlanta","Braves","ATL","regularseason",9,0,"top",2,1,3,"21","12","win","loss",FALSE,"2017-06-01 07:07:00+00",2,1,"Angel Stadium of Anaheim",1
